"Date" "Price"
2005-01-01 100
2005-01-02 100.195094650798
2005-01-03 100.181179105324
2005-01-04 100.186124571837
2005-01-05 100.296227653472
2005-01-06 100.362368876246
2005-01-07 100.40842891451
2005-01-08 100.352016494832
2005-01-09 100.293492605863
2005-01-10 100.251483758124
2005-01-11 100.379380441935
2005-01-12 100.39545224754
2005-01-13 100.407130731814
2005-01-14 100.429268900119
2005-01-15 100.453590482764
2005-01-16 100.444908699678
2005-01-17 100.49658035456
2005-01-18 100.466085780421
2005-01-19 100.435415314225
2005-01-20 100.414524511225
2005-01-21 100.396361770392
2005-01-22 100.385664637572
2005-01-23 100.339758906229
2005-01-24 100.374130438745
2005-01-25 100.460404299755
2005-01-26 100.473816488515
2005-01-27 100.499542061683
2005-01-28 100.447682977465
2005-01-29 100.444771137244
2005-01-30 100.463591404086
2005-01-31 100.468035413412
2005-02-01 100.524196020316
2005-02-02 100.500847554016
2005-02-03 100.514448908338
2005-02-04 100.563464679929
2005-02-05 100.490612889879
2005-02-06 100.411351793526
2005-02-07 100.389782537969
2005-02-08 100.334886435547
2005-02-09 100.342001721504
2005-02-10 100.282785029081
2005-02-11 100.171366870326
2005-02-12 100.160892920828
2005-02-13 100.148211196969
2005-02-14 100.12917549327
2005-02-15 100.076808822483
2005-02-16 100.118379929172
2005-02-17 100.210393229704
2005-02-18 100.270296060356
2005-02-19 100.350279999666
2005-02-20 100.290737780799
2005-02-21 100.307456546288
2005-02-22 100.289673317711
2005-02-23 100.218248012814
2005-02-24 100.253030173784
2005-02-25 100.195665074285
2005-02-26 100.159732795602
2005-02-27 100.132218364618
2005-02-28 100.114570773968
2005-03-01 100.088435647308
2005-03-02 100.132751581525
2005-03-03 100.134784932104
2005-03-04 100.007162963146
2005-03-05 99.9423380856133
2005-03-06 99.970888961028
2005-03-07 99.9313166489677
2005-03-08 99.9172810531686
2005-03-09 99.9224524797758
2005-03-10 99.9324416288187
2005-03-11 99.8881487290695
2005-03-12 99.9730713900463
2005-03-13 99.999089372642
2005-03-14 100.094828484545
2005-03-15 100.113602312275
2005-03-16 100.05739173701
2005-03-17 99.987373304166
2005-03-18 99.933882990528
2005-03-19 99.8897584467117
2005-03-20 99.9275579484416
2005-03-21 99.8701187439099
2005-03-22 99.9264342287156
2005-03-23 99.9025148818641
2005-03-24 99.8638626009436
2005-03-25 99.8806242802166
2005-03-26 99.8949549927501
2005-03-27 99.9642616240549
2005-03-28 100.040146104033
2005-03-29 99.951227193923
2005-03-30 99.9833029508869
2005-03-31 100.014668540874
2005-04-01 100.056653097171
2005-04-02 100.030038418473
2005-04-03 100.030244858925
2005-04-04 100.081772962083
2005-04-05 100.076531219141
2005-04-06 100.131772264235
2005-04-07 100.124191842331
2005-04-08 100.096507684995
2005-04-09 100.137661221945
2005-04-10 100.184972527228
2005-04-11 100.219755713404
2005-04-12 100.162828366349
2005-04-13 100.179479603491
2005-04-14 100.153881199151
2005-04-15 100.163657946901
2005-04-16 100.193309284096
2005-04-17 100.229633360778
2005-04-18 100.286560633816
2005-04-19 100.259829127949
2005-04-20 100.335771256795
2005-04-21 100.360557403459
2005-04-22 100.328110180087
2005-04-23 100.38216532644
2005-04-24 100.408775103068
2005-04-25 100.320777465497
2005-04-26 100.366449381232
2005-04-27 100.504873157476
2005-04-28 100.504890563901
2005-04-29 100.428550304106
2005-04-30 100.53574763056
2005-05-01 100.568298840935
2005-05-02 100.537243662955
2005-05-03 100.586601338003
2005-05-04 100.540051705479
2005-05-05 100.43527749321
2005-05-06 100.510848844522
2005-05-07 100.590914316985
2005-05-08 100.622200682212
2005-05-09 100.64705151087
2005-05-10 100.657321107004
2005-05-11 100.697552107927
2005-05-12 100.789186192211
2005-05-13 100.893806500471
2005-05-14 100.903305355084
2005-05-15 100.920394945439
2005-05-16 100.958386861621
2005-05-17 100.950542622418
2005-05-18 100.953907253032
2005-05-19 100.974221957912
2005-05-20 100.956112418707
2005-05-21 100.986170595915
2005-05-22 100.99706806415
2005-05-23 101.125783920056
2005-05-24 101.151593767533
2005-05-25 101.183174593351
2005-05-26 101.193682996909
2005-05-27 101.216536778515
2005-05-28 101.1727969205
2005-05-29 101.164104957825
2005-05-30 101.192141809304
2005-05-31 101.253832566489
2005-06-01 101.248617308836
2005-06-02 101.240640713359
2005-06-03 101.326819917657
2005-06-04 101.210312577684
2005-06-05 101.199445788039
2005-06-06 101.209358310502
2005-06-07 101.270828475409
2005-06-08 101.289932538972
2005-06-09 101.168386467501
2005-06-10 101.19922531007
2005-06-11 101.169499646795
2005-06-12 101.136640116542
2005-06-13 101.199847317991
2005-06-14 101.206466504807
2005-06-15 101.182165923324
2005-06-16 101.180266288565
2005-06-17 101.258219120297
2005-06-18 101.319699502654
2005-06-19 101.29587296859
2005-06-20 101.238813028676
2005-06-21 101.263676933218
