"Date" "Price"
2005-01-01 100
2005-01-02 100.057591006052
2005-01-03 100.167056250544
2005-01-04 100.135966366719
2005-01-05 100.116221833006
2005-01-06 100.147481236948
2005-01-07 100.233762193921
2005-01-08 100.221054947337
2005-01-09 100.168675595049
2005-01-10 100.174475424039
2005-01-11 100.203616458673
2005-01-12 100.207936821709
2005-01-13 100.30546278508
2005-01-14 100.301854827165
2005-01-15 100.260876055146
2005-01-16 100.262873054216
2005-01-17 100.433496977873
2005-01-18 100.474687542335
2005-01-19 100.484127573579
2005-01-20 100.530893732824
2005-01-21 100.474093973111
2005-01-22 100.512509998589
2005-01-23 100.60429215739
2005-01-24 100.629551451885
2005-01-25 100.701153575856
2005-01-26 100.759889206762
2005-01-27 100.711231363786
2005-01-28 100.798614969096
2005-01-29 100.917499686509
2005-01-30 100.897519483146
2005-01-31 100.976542816651
2005-02-01 100.947601015582
2005-02-02 100.992678165636
2005-02-03 101.014447233211
2005-02-04 101.111516044612
2005-02-05 101.131483860986
2005-02-06 101.217270087337
2005-02-07 101.273663861464
2005-02-08 101.295518623659
2005-02-09 101.405246775882
2005-02-10 101.379177040073
2005-02-11 101.449723619538
2005-02-12 101.534013321048
2005-02-13 101.504374097715
2005-02-14 101.592171238806
2005-02-15 101.58330082592
2005-02-16 101.559449649291
2005-02-17 101.633982798992
2005-02-18 101.601402544709
2005-02-19 101.608412046008
2005-02-20 101.680340206929
2005-02-21 101.711902976984
2005-02-22 101.746317007687
2005-02-23 101.77322599354
2005-02-24 101.826432818976
2005-02-25 101.842940265942
2005-02-26 101.850284366977
2005-02-27 101.943604903333
2005-02-28 101.846458668943
2005-03-01 101.819069173561
2005-03-02 101.913047195889
2005-03-03 101.970467150933
2005-03-04 102.091544717618
2005-03-05 102.063923476403
2005-03-06 102.143213907717
2005-03-07 102.111641511318
2005-03-08 102.048379580276
2005-03-09 102.131588171368
2005-03-10 102.182447200439
2005-03-11 102.150381121522
2005-03-12 102.262751144553
2005-03-13 102.328768704816
2005-03-14 102.291931469015
2005-03-15 102.330314694303
2005-03-16 102.258852577504
2005-03-17 102.258416144055
2005-03-18 102.227787838918
2005-03-19 102.197853213064
2005-03-20 102.183520449974
2005-03-21 102.247349651785
2005-03-22 102.312520388378
2005-03-23 102.284819045729
2005-03-24 102.282016420522
2005-03-25 102.270130955695
2005-03-26 102.250180213128
2005-03-27 102.205022800394
2005-03-28 102.24282168375
2005-03-29 102.277698432254
2005-03-30 102.247147842972
2005-03-31 102.210298945765
2005-04-01 102.316585125386
2005-04-02 102.42193338889
2005-04-03 102.531693530579
2005-04-04 102.541250581236
2005-04-05 102.58594472062
2005-04-06 102.547534871049
2005-04-07 102.538880722715
2005-04-08 102.630136523854
2005-04-09 102.619130755813
2005-04-10 102.506470275865
2005-04-11 102.575812350117
2005-04-12 102.547340692845
2005-04-13 102.663690762373
2005-04-14 102.690753665416
2005-04-15 102.506977253232
2005-04-16 102.457907513697
2005-04-17 102.36589428591
2005-04-18 102.306023114686
2005-04-19 102.370150295342
2005-04-20 102.453305720755
